rcept_dt,corp_cls,corp_name,rcept_no,report_nm,flr_nm,rm
2024-08-14 21:47,코,이트론,20240814903662 ,[첨부추가]반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),이트론,코정
2024-08-14 21:10,코,제넨바이오,20240814903698 ,기타시장안내 (상장적격성 실질심사 사유추가 안내),코스닥시장본부,코
2024-08-14 21:02,코,디와이디,20240814903697 ,최대주주변경,디와이디,코정
2024-08-14 20:59,코,제넨바이오,20240814903696 ,반기또는분기매출액미달사실발생,제넨바이오,코
2024-08-14 20:59,코,제넨바이오,20240814903695 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),제넨바이오,코
2024-08-14 20:53,코,웰킵스하이텍,20240814004628 ,반기보고서 (2024.06),웰킵스하이텍,정
2024-08-14 20:21,코,제넨바이오,20240814004627 ,반기보고서 (2024.06),제넨바이오,
2024-08-14 20:13,코,아이엠,20240814004626 ,[기재정정]반기보고서 (2024.06),아이엠,
2024-08-14 20:03,기,스마트골프,20240814004625 ,[기재정정]반기보고서 (2024.06),스마트골프,
2024-08-14 20:00,코,아이엠,20240814903686 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),아이엠,코
2024-08-14 19:59,기,한화로보틱스,20240814004624 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,한화로보틱스,공
2024-08-14 19:49,기,포겟,20240814004623 ,[기재정정]반기보고서 (2024.06),포겟,
2024-08-14 19:45,코,디와이디,20240814903683 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),디와이디,코
2024-08-14 19:41,코,아이엠,20240814004622 ,반기보고서 (2024.06),아이엠,정
2024-08-14 19:29,유,코아스,20240814803678 ,[기재정정]주주총회소집결의,코아스,유
2024-08-14 19:24,코,에스씨엠생명과학,20240814903680 ,소송등의판결ㆍ결정 (주주총회소집허가),에스씨엠생명과학,코정
2024-08-14 19:23,코,피엔티엠에스,20240814903664 ,[기재정정]횡령ㆍ배임혐의진행사항,피엔티엠에스,코
2024-08-14 19:10,유,광명전기,20240814004621 ,반기보고서 (2024.06),광명전기,정
2024-08-14 19:06,코,CNH,20240814903675 ,[기재정정]최대주주변경을수반하는주식양수도계약체결,CNH,코
2024-08-14 18:56,유,삼부토건,20240814004620 ,반기보고서 (2024.06),삼부토건,
2024-08-14 18:51,기,스마트골프,20240814004619 ,반기보고서 (2024.06),스마트골프,정
2024-08-14 18:49,유,삼부토건,20240814803646 ,반기검토의견부적정또는의견거절,삼부토건,유
2024-08-14 18:48,코,코스메카코리아,20240814004618 ,반기보고서 (2024.06),코스메카코리아,
2024-08-14 18:46,기,보아스에셋,20240814004617 ,반기보고서 (2024.06),보아스에셋,
2024-08-14 18:46,기,센소니아,20240814004616 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,센소니아,공
2024-08-14 18:45,코,퀀텀온,20240814903655 ,[기재정정]반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),퀀텀온,코
2024-08-14 18:44,코,디와이디,20240814004615 ,반기보고서 (2024.06),디와이디,
2024-08-14 18:43,기,센소니아,20240814004614 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,센소니아,정공
2024-08-14 18:42,기,포겟,20240814004613 ,반기보고서 (2024.06),포겟,정
2024-08-14 18:42,유,코오롱글로벌,20240814004612 ,반기보고서 (2024.06),코오롱글로벌,
2024-08-14 18:42,기,센소니아,20240814004611 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,센소니아,정공
2024-08-14 18:41,코,한국캐피탈,20240814004610 ,[기재정정]일괄신고서,한국캐피탈,
2024-08-14 18:40,코,퀀텀온,20240814004609 ,반기보고서 (2024.06),퀀텀온,
2024-08-14 18:39,코,어스앤에어로스페이스,20240814903652 ,기타시장안내 (관리종목 지정사유 추가 관련 시장조치사항 안내),코스닥시장본부,코
2024-08-14 18:38,기,센소니아,20240814004608 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,센소니아,정공
2024-08-14 18:37,코,비유테크놀러지,20240814004607 ,[기재정정]반기보고서 (2024.06),비유테크놀러지,
2024-08-14 18:36,기,한화자산운용,20240813000847 ,[기재정정]투자설명서(집합투자증권) (한화신종개인연금증권전환형자투자신탁(채권)),한화자산운용,정
2024-08-14 18:36,기,한화자산운용,20240813000868 ,[기재정정]투자설명서(집합투자증권) (한화글로벌리츠부동산자투자신탁(리츠-재간접형)),한화자산운용,정
2024-08-14 18:36,기,한화자산운용,20240813000877 ,[기재정정]투자설명서(집합투자증권) (한화미국금리맞춤솔루션증권자투자신탁(채권)(UH)),한화자산운용,정
2024-08-14 18:35,코,한국캐피탈,20240814004606 ,[기재정정]반기보고서 (2024.06),한국캐피탈,
2024-08-14 18:35,코,KH 미래물산,20240814903635 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),KH 미래물산,코
2024-08-14 18:34,코,현대사료,20240814004605 ,반기보고서 (2024.06),현대사료,
2024-08-14 18:34,코,비에이치아이,20240814903640 ,불성실공시법인미지정 (지정유예),코스닥시장본부,코
2024-08-14 18:33,코,퀀텀온,20240814903643 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),퀀텀온,코정
2024-08-14 18:31,코,현대사료,20240814903629 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),현대사료,코
2024-08-14 18:31,코,에이스테크,20240814903617 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),에이스테크,코
2024-08-14 18:29,기,삼성바이오에피스,20240814004602 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼성바이오에피스,공
2024-08-14 18:28,기,한국테크놀로지,20240814903630 ,기타시장안내 (반기검토 의견거절 관련 시장조치 미진행 및 상장적격성 실질심사 사유 추가 관련 절차 미진행),코스닥시장본부,코
2024-08-14 18:28,유,대원화성,20240814004601 ,반기보고서 (2024.06),대원화성,
2024-08-14 18:26,코,투비소프트,20240814004598 ,반기보고서 (2024.06),투비소프트,
2024-08-14 18:26,코,대보마그네틱,20240814004597 ,반기보고서 (2024.06),대보마그네틱,정
2024-08-14 18:25,유,신풍제약,20240814004596 ,반기보고서 (2024.06),신풍제약,정
2024-08-14 18:24,코,투비소프트,20240814903610 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),투비소프트,코
2024-08-14 18:24,코,에이스테크,20240814004595 ,반기보고서 (2024.06),에이스테크,
2024-08-14 18:23,기,삼성바이오에피스,20240814004594 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼성바이오에피스,정공
2024-08-14 18:21,코,애닉,20240814903612 ,기타시장안내 (반기 자본잠식률 100분의 50 이상 관련 시장조치 미진행),코스닥시장본부,코
2024-08-14 18:20,코,쇼박스,20240814004593 ,[기재정정]반기보고서 (2024.06),쇼박스,
2024-08-14 18:20,코,엑스플러스,20240814903538 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),엑스플러스,코
2024-08-14 18:20,코,에이디테크놀로지,20240814004592 ,반기보고서 (2024.06),에이디테크놀로지,
2024-08-14 18:19,기,하나자산운용,20240814001841 ,[기재정정]투자설명서(집합투자증권) (하나파워e단기채증권자투자신탁[채권]),하나자산운용,정
2024-08-14 18:19,코,엠에프엠코리아,20240814903508 ,[기재정정]주주총회소집결의 (임시주주총회),엠에프엠코리아,코정
2024-08-14 18:19,기,하나자산운용,20240814002005 ,[기재정정]투자설명서(집합투자증권) (하나개인연금파워e단기채증권전환형자투자신탁[채권]),하나자산운용,정
2024-08-14 18:19,유,LG유플러스,20240814004590 ,반기보고서 (2024.06),LG유플러스,
2024-08-14 18:19,기,키움투자자산운용,20240814004518 ,[기재정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(H)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240812000525 ,[첨부정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(H)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240812000387 ,[기재정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(H)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240730000203 ,일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(H)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240814004534 ,[기재정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(UH)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240812000539 ,[첨부정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(UH)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240812000334 ,[기재정정]일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(UH)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:19,기,키움투자자산운용,20240730000151 ,일괄신고서(집합투자증권-신탁형) (키움키워드림TDF2060증권자투자신탁제1호(UH)[혼합-재간접형]),키움투자자산운용,정
2024-08-14 18:16,코,KH 미래물산,20240814004589 ,반기보고서 (2024.06),KH 미래물산,
2024-08-14 18:16,코,BF랩스,20240814004588 ,반기보고서 (2024.06),BF랩스,
2024-08-14 18:16,유,두산에너빌리티,20240814004587 ,[기재정정]반기보고서 (2024.06),두산에너빌리티,
2024-08-14 18:15,코,플래스크,20240814004585 ,반기보고서 (2024.06),플래스크,
2024-08-14 18:14,코,소룩스,20240814903597 ,주권매매거래정지해제 (우회상장 미해당),코스닥시장본부,코
2024-08-14 18:14,코,나노,20240814903596 ,불성실공시법인지정 (공시불이행 9건),코스닥시장본부,코
2024-08-14 18:13,코,하스,20240814903497 ,투자판단관련주요경영사항 (국책과제 선정),하스,코
2024-08-14 18:12,코,플래스크,20240814903578 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),플래스크,코
2024-08-14 18:10,코,제주맥주,20240814004584 ,[기재정정]반기보고서 (2024.06),제주맥주,
2024-08-14 18:09,유,삼부토건,20240814803579 ,투자판단관련주요경영사항,삼부토건,유정
2024-08-14 18:09,코,아시아종묘,20240814004582 ,분기보고서 (2024.06),아시아종묘,
2024-08-14 18:08,코,클리노믹스,20240814004581 ,반기보고서 (2024.06),클리노믹스,
2024-08-14 18:08,기,센소니아,20240814004580 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,센소니아,정공
2024-08-14 18:08,코,BF랩스,20240814903558 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),BF랩스,코
2024-08-14 18:07,유,세원이앤씨,20240814004579 ,반기보고서 (2024.06),세원이앤씨,
2024-08-14 18:07,유,코아스,20240814803544 ,[기재정정]주주총회소집결의,코아스,유정
2024-08-14 18:06,코,퀀타피아,20240814004578 ,반기보고서 (2024.06),퀀타피아,
2024-08-14 18:06,기,동우당제약,20240814004577 ,호가중개시스템을통한소액매출공시서류,동우당제약,정
2024-08-14 18:06,유,세원이앤씨,20240814803467 ,반기검토의견부적정또는의견거절,세원이앤씨,유
2024-08-14 18:05,유,종근당홀딩스,20240814803572 ,신규시설투자등(자회사의 주요경영사항),종근당홀딩스,유
2024-08-14 18:05,유,동아쏘시오홀딩스,20240814803571 ,단일판매ㆍ공급계약체결(자회사의 주요경영사항),동아쏘시오홀딩스,유
2024-08-14 18:04,코,큐라티스,20240814004576 ,반기보고서 (2024.06),큐라티스,
2024-08-14 18:03,유,경보제약,20240814803549 ,신규시설투자등,경보제약,유
2024-08-14 18:03,코,코맥스,20240814903563 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),코맥스,코
2024-08-14 18:03,코,에스티팜,20240814903546 ,단일판매ㆍ공급계약체결,에스티팜,코
2024-08-14 18:02,코,리튬포어스,20240814903570 ,파생상품거래손실발생,리튬포어스,코
2024-08-14 18:01,코,코맥스,20240814004573 ,반기보고서 (2024.06),코맥스,
2024-08-14 18:01,코,디딤이앤에프,20240814903502 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),디딤이앤에프,코
2024-08-14 18:00,기,케이비증권,20240814004267 ,[기재정정]일괄신고서(기타파생결합사채),케이비증권,
2024-08-14 18:00,코,SGA솔루션즈,20240814004572 ,반기보고서 (2024.06),SGA솔루션즈,
2024-08-14 18:00,기,케이비증권,20240814004209 ,[기재정정]일괄신고서(기타파생결합증권),케이비증권,
2024-08-14 18:00,코,듀오백,20240814004571 ,[기재정정]반기보고서 (2024.06),듀오백,
2024-08-14 18:00,기,국민은행,20240814004559 ,[기재정정]일괄신고서(파생결합증권-금적립계좌),국민은행,
2024-08-14 18:00,기,국민은행,20240814004397 ,[기재정정]일괄신고서(파생결합증권-금적립계좌),국민은행,정
2024-08-14 18:00,코,대명소노시즌,20240814004570 ,반기보고서 (2024.06),대명소노시즌,정
2024-08-14 18:00,유,KC그린홀딩스,20240814004569 ,반기보고서 (2024.06),KC그린홀딩스,
2024-08-14 18:00,코,파멥신,20240814903553 ,기타시장안내 (상장폐지 관련 이의신청서 제출),코스닥시장본부,코
2024-08-14 18:00,유,SG글로벌,20240814004568 ,[기재정정]반기보고서 (2024.06),SG글로벌,
2024-08-14 17:59,코,엠에프엠코리아,20240814004567 ,주주총회소집공고,엠에프엠코리아,정
2024-08-14 17:59,기,키움에프앤아이,20240814004566 ,주요사항보고서(유상증자결정),키움에프앤아이,
2024-08-14 17:59,코,서부T&D,20240814004565 ,주식등의대량보유상황보고서(일반),엠와이에이치,
2024-08-14 17:59,유,KC그린홀딩스,20240814803517 ,반기검토의견부적정또는의견거절,KC그린홀딩스,유
2024-08-14 17:59,기,케이비캐피탈,20240814004564 ,일괄신고서,케이비캐피탈,
2024-08-14 17:59,유,KC그린홀딩스,20240814803529 ,매매거래정지및정지해제(중요내용공시),유가증권시장본부,유
2024-08-14 17:59,기,카카오VX,20240814004563 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,카카오VX,정공
2024-08-14 17:59,코,카카오게임즈,20240814903556 ,기업설명회(IR)개최,카카오게임즈,코
2024-08-14 17:59,기,엘티,20240814004562 ,반기보고서 (2024.06),엘티,
2024-08-14 17:58,코,큐라티스,20240814903539 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),큐라티스,코
2024-08-14 17:58,코,엑스플러스,20240814004560 ,반기보고서 (2024.06),엑스플러스,
2024-08-14 17:58,기,아이월드제약,20240814004558 ,반기보고서 (2024.06),아이월드제약,
2024-08-14 17:58,기,더존비앤에프,20240814004557 ,반기보고서 (2024.06),더존비앤에프,
2024-08-14 17:58,기,케이비증권,20240814004080 ,[기재정정]일괄신고서(기타파생결합사채),케이비증권,
2024-08-14 17:57,기,전북은행,20240814004556 ,[기재정정]일괄신고서,전북은행,
2024-08-14 17:57,기,케이비증권,20240814004028 ,[기재정정]일괄신고서(기타파생결합증권),케이비증권,
2024-08-14 17:57,기,케이비증권,20240814003950 ,[기재정정]일괄신고서(파생결합사채-주가연계파생결합사채),케이비증권,
2024-08-14 17:57,코,하나금융21호스팩,20240814903541 ,주권매매거래정지해제 (상장예비심사결과 통지(승인)),코스닥시장본부,코
2024-08-14 17:57,기,교보리얼코,20240814004555 ,타법인주식및출자증권취득결정,교보리얼코,공
2024-08-14 17:57,기,케이비증권,20240814003824 ,[기재정정]일괄신고서(파생결합증권-상장지수증권),케이비증권,
2024-08-14 17:57,코,하이소닉,20240814004554 ,반기보고서 (2024.06),하이소닉,
2024-08-14 17:57,코,필옵틱스,20240814004553 ,반기보고서 (2024.06),필옵틱스,
2024-08-14 17:57,코,아이씨디,20240814004552 ,반기보고서 (2024.06),아이씨디,
2024-08-14 17:57,기,케이비증권,20240814004177 ,[기재정정]일괄신고서(파생결합사채-주가연계파생결합사채),케이비증권,
2024-08-14 17:57,유,HJ중공업,20240814803506 ,투자판단관련주요경영사항,HJ중공업,유
2024-08-14 17:56,기,케이비증권,20240814004141 ,[기재정정]일괄신고서(파생결합증권-주가연계증권),케이비증권,
2024-08-14 17:56,코,카티스,20240814004551 ,[기재정정]반기보고서 (2024.06),카티스,
2024-08-14 17:55,기,케이비증권,20240814003910 ,[기재정정]일괄신고서(파생결합증권-주가연계증권),케이비증권,
2024-08-14 17:55,코,제주맥주,20240814004550 ,[기재정정]반기보고서 (2024.06),제주맥주,정
2024-08-14 17:54,유,종근당홀딩스,20240814004549 ,반기보고서 (2024.06),종근당홀딩스,
2024-08-14 17:54,코,한울소재과학,20240814004548 ,반기보고서 (2024.06),한울소재과학,
2024-08-14 17:54,유,KSS해운,20240814803533 ,최대주주등소유주식변동신고서,KSS해운,유
2024-08-14 17:53,유,현대자동차,20240814004547 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,현대자동차,공
2024-08-14 17:53,기,그래핀스퀘어,20240814004546 ,반기보고서 (2024.06),그래핀스퀘어,
2024-08-14 17:53,유,마스턴프리미어리츠,20240814004025 ,[첨부추가]반기보고서 (2024.06),마스턴프리미어리츠,
2024-08-14 17:53,기,케이비증권,20240814003781 ,[기재정정]일괄신고서(파생결합증권-주식워런트증권),케이비증권,
2024-08-14 17:53,유,세아특수강,20240814004545 ,반기보고서 (2024.06),세아특수강,
2024-08-14 17:53,코,젬백스,20240814903505 ,[기재정정]최대주주변경을수반하는주식담보제공계약체결,젬백스,코정
2024-08-14 17:53,코,소니드,20240814004544 ,반기보고서 (2024.06),소니드,
2024-08-14 17:53,유,KSS해운,20240814004543 ,반기보고서 (2024.06),KSS해운,
2024-08-14 17:52,기,전북은행,20240814004542 ,반기보고서 (2024.06),전북은행,
2024-08-14 17:52,유,SK증권,20240814004515 ,[기재정정]일괄신고서(기타파생결합사채),SK증권,
2024-08-14 17:52,코,서희건설,20240814004541 ,주식등의대량보유상황보고서(일반),이봉관,
2024-08-14 17:52,코,성우하이텍,20240814004540 ,반기보고서 (2024.06),성우하이텍,
2024-08-14 17:51,코,노을,20240814004539 ,반기보고서 (2024.06),노을,
2024-08-14 17:51,넥,이성씨엔아이,20240814004505 ,주요사항보고서(타법인주식및출자증권양수결정),이성씨엔아이,
2024-08-14 17:51,유,DL이앤씨,20240814803431 ,[기재정정]단일판매ㆍ공급계약체결,DL이앤씨,유
2024-08-14 17:50,코,디딤이앤에프,20240814004537 ,반기보고서 (2024.06),디딤이앤에프,
2024-08-14 17:50,기,이랜드건설,20240814004536 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,이랜드건설,공
2024-08-14 17:50,코,미투온,20240814004535 ,반기보고서 (2024.06),미투온,
2024-08-14 17:50,코,인베니아,20240814004533 ,반기보고서 (2024.06),인베니아,
2024-08-14 17:50,기,케이지트레이딩,20240814004532 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,케이지트레이딩,공
2024-08-14 17:50,코,윈팩,20240814004531 ,주식등의대량보유상황보고서(일반),어보브반도체,
2024-08-14 17:50,유,두산에너빌리티,20240814004530 ,반기보고서 (2024.06),두산에너빌리티,정
2024-08-14 17:50,유,SK증권,20240814004491 ,[기재정정]일괄신고서(기타파생결합증권),SK증권,
2024-08-14 17:49,코,비피도,20240814004529 ,반기보고서 (2024.06),비피도,
2024-08-14 17:49,코,KH 건설,20240814004528 ,반기보고서 (2024.06),KH 건설,
2024-08-14 17:49,유,SK증권,20240814004474 ,[기재정정]일괄신고서(파생결합사채-주가연계파생결합사채),SK증권,
2024-08-14 17:49,코,고스트스튜디오,20240814004527 ,반기보고서 (2024.06),고스트스튜디오,
2024-08-14 17:48,코,KH 건설,20240814903482 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),KH 건설,코
2024-08-14 17:48,코,애닉,20240814903369 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),애닉,코
2024-08-14 17:48,유,JB금융지주,20240814004526 ,반기보고서 (2024.06),JB금융지주,
2024-08-14 17:48,유,신세계건설,20240814004525 ,동일인등출자계열회사와의상품ㆍ용역거래변경,신세계건설,공
2024-08-14 17:48,유,이마트,20240814004524 ,반기보고서 (2024.06),이마트,
2024-08-14 17:48,유,SK증권,20240814004438 ,[기재정정]일괄신고서(파생결합증권-주가연계증권),SK증권,
2024-08-14 17:47,유,카카오,20240814004522 ,[기재정정]주식매수선택권부여에관한신고,카카오,
2024-08-14 17:47,코,시큐브,20240814004520 ,반기보고서 (2024.06),시큐브,
2024-08-14 17:47,기,피엘에스,20240814004519 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,피엘에스,공
2024-08-14 17:47,코,선익시스템,20240814903495 ,파생상품거래손실발생,선익시스템,코
2024-08-14 17:46,코,레이저쎌,20240814004514 ,반기보고서 (2024.06),레이저쎌,
2024-08-14 17:46,기,씨브이네트,20240814004512 ,반기보고서 (2024.06),씨브이네트,
2024-08-14 17:46,유,우리금융지주,20240814004511 ,반기보고서 (2024.06),우리금융지주,
2024-08-14 17:46,기,대신자산운용,20240809000438 ,[기재정정]일괄신고서(집합투자증권-신탁형) (대신우량단기채증권투자신탁제3호[채권]),대신자산운용,
2024-08-14 17:46,유,미래에셋증권,20240814004370 ,[기재정정]일괄신고서(파생결합사채-주가연계파생결합사채),미래에셋증권,
2024-08-14 17:46,기,호텔롯데,20240814004510 ,반기보고서 (2024.06),호텔롯데,
2024-08-14 17:46,기,대신자산운용,20240809000399 ,[기재정정]일괄신고서(집합투자증권-신탁형) (대신로보어드바이저자산배분증권자투자신탁제2호[채권혼합-재간접형]),대신자산운용,
2024-08-14 17:45,유,진양화학,20240814803231 ,주주명부폐쇄기간또는기준일설정,진양화학,유
2024-08-14 17:45,유,카카오,20240814004509 ,[기재정정]주식매수선택권부여에관한신고,카카오,
2024-08-14 17:45,기,대신자산운용,20240809000336 ,[기재정정]일괄신고서(집합투자증권-신탁형) (대신대표기업증권자투자신탁제1호[주식혼합]),대신자산운용,정
2024-08-14 17:45,유,한화투자증권,20240814003650 ,일괄신고서(파생결합사채-주가연계파생결합사채),한화투자증권,
2024-08-14 17:45,기,WEBTOONENTERTAINMENTINC.,20240814004508 ,반기보고서 (2024.06),WEBTOONENTERTAINMENTINC.,정
2024-08-14 17:45,코,케이알엠,20240814004507 ,반기보고서 (2024.06),케이알엠,
2024-08-14 17:45,유,두산에너빌리티,20240814803480 ,[기재정정]기업지배구조보고서공시,두산에너빌리티,유
2024-08-14 17:45,기,한양,20240814004506 ,반기보고서 (2024.06),한양,정
2024-08-14 17:45,기,에이티세미콘,20240814903395 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),에이티세미콘,코
2024-08-14 17:44,유,대우건설,20240814803373 ,[기재정정]단일판매ㆍ공급계약체결,대우건설,유
2024-08-14 17:44,유,HJ중공업,20240814803407 ,[기재정정]단일판매ㆍ공급계약체결,HJ중공업,유
2024-08-14 17:44,코,큐라티스,20240814903438 ,[기재정정]주주총회소집결의,큐라티스,코
2024-08-14 17:44,기,디비자산운용,20240814001793 ,[기재정정]증권신고서(집합투자증권-신탁형) (DBKOSPI200지수연계증권투자신탁11호[채권]),디비자산운용,
2024-08-14 17:44,기,디비자산운용,20240802000273 ,증권신고서(집합투자증권-신탁형) (DBKOSPI200지수연계증권투자신탁11호[채권]),디비자산운용,정
2024-08-14 17:44,기,프로케어,20240814004504 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,프로케어,공
2024-08-14 17:44,코,DH오토웨어,20240814004503 ,반기보고서 (2024.06),DH오토웨어,
2024-08-14 17:44,코,네패스,20240814004501 ,반기보고서 (2024.06),네패스,
2024-08-14 17:44,기,씨피엘비,20240814004502 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,씨피엘비,공
2024-08-14 17:44,코,EDGC,20240814004235 ,[첨부추가]반기보고서 (2024.06),EDGC,
2024-08-14 17:44,코,애닉,20240814004500 ,반기보고서 (2024.06),애닉,
2024-08-14 17:44,코,씨싸이트,20240814004499 ,반기보고서 (2024.06),씨싸이트,
2024-08-14 17:43,유,미래에셋증권,20240814004313 ,[기재정정]일괄신고서(기타파생결합사채),미래에셋증권,
2024-08-14 17:43,코,컴투스홀딩스,20240814004498 ,반기보고서 (2024.06),컴투스홀딩스,
2024-08-14 17:43,유,KB금융,20240814004497 ,반기보고서 (2024.06),KB금융,
2024-08-14 17:43,유,우성,20240814004496 ,반기보고서 (2024.06),우성,
2024-08-14 17:43,유,카카오,20240814004495 ,[기재정정]주식매수선택권부여에관한신고,카카오,
2024-08-14 17:43,코,원티드랩,20240814004494 ,[기재정정]반기보고서 (2024.06),원티드랩,
2024-08-14 17:43,기,에이티세미콘,20240814004493 ,반기보고서 (2024.06),에이티세미콘,
2024-08-14 17:42,코,디티앤씨,20240814004492 ,반기보고서 (2024.06),디티앤씨,
2024-08-14 17:42,유,녹십자,20240814004489 ,반기보고서 (2024.06),녹십자,
2024-08-14 17:42,유,신세계건설,20240814004490 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,신세계건설,공
2024-08-14 17:42,유,미래에셋증권,20240814004254 ,[기재정정]일괄신고서(파생결합증권-주식워런트증권),미래에셋증권,
2024-08-14 17:42,기,에스케이쉴더스,20240814004488 ,반기보고서 (2024.06),에스케이쉴더스,
2024-08-14 17:41,기,엔도비전,20240814004487 ,반기보고서 (2024.06),엔도비전,
2024-08-14 17:41,코,컴투스,20240814004486 ,반기보고서 (2024.06),컴투스,
2024-08-14 17:41,기,비에스제이홀딩스,20240814004485 ,반기보고서 (2024.06),비에스제이홀딩스,
2024-08-14 17:41,기,메리츠캐피탈,20240814004484 ,[기재정정]일괄신고서,메리츠캐피탈,정
2024-08-14 17:41,유,녹십자홀딩스,20240814004483 ,반기보고서 (2024.06),녹십자홀딩스,
2024-08-14 17:41,코,핑거,20240814004482 ,반기보고서 (2024.06),핑거,정
2024-08-14 17:40,유,한진칼,20240814803449 ,지속가능경영보고서등관련사항(자율공시),한진칼,유
2024-08-14 17:40,유,미래에셋증권,20240814004191 ,[기재정정]일괄신고서(파생결합증권-상장지수증권),미래에셋증권,
2024-08-14 17:40,유,카카오,20240814004377 ,주요사항보고서(자기주식처분결정),카카오,
2024-08-14 17:40,유,카카오,20240814004480 ,[기재정정]주식매수선택권부여에관한신고,카카오,
2024-08-14 17:40,기,부산은행,20240814004479 ,[기재정정]일괄신고서,부산은행,
2024-08-14 17:40,유,두산,20240814004477 ,반기보고서 (2024.06),두산,정
2024-08-14 17:40,기,신한은행,20240814004476 ,[기재정정]투자설명서(일괄신고),신한은행,
2024-08-14 17:40,코,코아스템켐온,20240814903415 ,파생상품거래손실발생,코아스템켐온,코
2024-08-14 17:40,기,대한쎌팜,20240814004475 ,반기보고서 (2024.06),대한쎌팜,
2024-08-14 17:40,기,우리은행,20240814004407 ,[기재정정]일괄신고서(파생결합증권-금적립계좌),우리은행,
2024-08-14 17:39,유,프레스티지바이오파마,20240814803419 ,매출액또는손익구조30%(대규모법인은15%)이상변경,프레스티지바이오파마,유
