rcept_dt,corp_cls,corp_name,rcept_no,report_nm,flr_nm,rm
2024-08-14 16:28,기,메리츠캐피탈,20240814003528 ,[기재정정]일괄신고서,메리츠캐피탈,정
2024-08-14 16:28,코,알톤,20240814003527 ,반기보고서 (2024.06),알톤,
2024-08-14 16:28,유,자화전자,20240814003523 ,반기보고서 (2024.06),자화전자,
2024-08-14 16:28,코,하나마이크론,20240814003524 ,임원ㆍ주요주주특정증권등소유상황보고서,김준식,
2024-08-14 16:28,유,종근당바이오,20240814003522 ,반기보고서 (2024.06),종근당바이오,
2024-08-14 16:28,코,비아이매트릭스,20240814003521 ,반기보고서 (2024.06),비아이매트릭스,
2024-08-14 16:28,유,하이트론씨스템즈,20240814003520 ,반기보고서 (2024.06),하이트론씨스템즈,
2024-08-14 16:28,유,POSCO홀딩스,20240814003519 ,반기보고서 (2024.06),POSCO홀딩스,
2024-08-14 16:28,코,포니링크,20240814003518 ,반기보고서 (2024.06),포니링크,
2024-08-14 16:28,코,쌍용정보통신,20240814003517 ,반기보고서 (2024.06),쌍용정보통신,
2024-08-14 16:27,코,아이엠비디엑스,20240814003516 ,반기보고서 (2024.06),아이엠비디엑스,
2024-08-14 16:27,기,넥스콘테크놀러지,20240814003513 ,반기보고서 (2024.06),넥스콘테크놀러지,
2024-08-14 16:27,기,하나카드,20240814003512 ,반기보고서 (2024.06),하나카드,
2024-08-14 16:27,유,신영증권,20240814003511 ,일괄신고추가서류(파생결합사채-주가연계파생결합사채),신영증권,
2024-08-14 16:27,코,셀리드,20240814003510 ,임원ㆍ주요주주특정증권등소유상황보고서,김유경,
2024-08-14 16:27,기,메리츠증권,20240814003509 ,[기재정정]일괄신고서,메리츠증권,
2024-08-14 16:27,유,디아이,20240814003508 ,반기보고서 (2024.06),디아이,
2024-08-14 16:27,기,한국증권금융,20240814003507 ,반기보고서 (2024.06),한국증권금융,
2024-08-14 16:27,코,하이로닉,20240814003506 ,반기보고서 (2024.06),하이로닉,
2024-08-14 16:27,기,알바이오,20240814003505 ,반기보고서 (2024.06),알바이오,
2024-08-14 16:27,유,삼성에스디에스,20240814003504 ,반기보고서 (2024.06),삼성에스디에스,
2024-08-14 16:27,코,케이피에스,20240814003503 ,반기보고서 (2024.06),케이피에스,
2024-08-14 16:27,기,엑스엘게임즈,20240814003502 ,반기보고서 (2024.06),엑스엘게임즈,
2024-08-14 16:27,유,현대비앤지스틸,20240814003501 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,현대비앤지스틸,공
2024-08-14 16:26,유,DSR,20240814003500 ,반기보고서 (2024.06),DSR,
2024-08-14 16:26,코,YTN,20240814003499 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,YTN,공
2024-08-14 16:26,넥,제노텍,20240814003498 ,임원ㆍ주요주주특정증권등소유상황보고서,김재종,
2024-08-14 16:26,코,셀트리온제약,20240814003497 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,셀트리온제약,공
2024-08-14 16:26,코,태광,20240814003496 ,반기보고서 (2024.06),태광,
2024-08-14 16:26,코,상상인,20240814003495 ,반기보고서 (2024.06),상상인,정
2024-08-14 16:26,코,와이엔텍,20240814003494 ,반기보고서 (2024.06),와이엔텍,
2024-08-14 16:26,기,한국투자증권,20240814003491 ,반기보고서 (2024.06),한국투자증권,
2024-08-14 16:26,기,LS전선,20240814003492 ,약관에의한금융거래시계열금융회사의거래상대방의공시,LS전선,공
2024-08-14 16:26,코,메드팩토,20240814003490 ,반기보고서 (2024.06),메드팩토,
2024-08-14 16:26,코,한국캐피탈,20240814003489 ,[기재정정]일괄신고서,한국캐피탈,정
2024-08-14 16:26,유,혜인,20240814003488 ,반기보고서 (2024.06),혜인,
2024-08-14 16:26,유,하나금융지주,20240814003487 ,임원ㆍ주요주주특정증권등소유상황보고서,이승열,
2024-08-14 16:26,코,HLB바이오스텝,20240814003486 ,반기보고서 (2024.06),HLB바이오스텝,
2024-08-14 16:26,코,인스웨이브시스템즈,20240814902388 ,단일판매ㆍ공급계약체결(자율공시),인스웨이브시스템즈,코
2024-08-14 16:26,유,한국앤컴퍼니,20240814003485 ,반기보고서 (2024.06),한국앤컴퍼니,
2024-08-14 16:26,코,중앙첨단소재,20240814003484 ,반기보고서 (2024.06),중앙첨단소재,
2024-08-14 16:26,코,유비벨록스,20240814003482 ,반기보고서 (2024.06),유비벨록스,
2024-08-14 16:26,코,대원,20240814003481 ,반기보고서 (2024.06),대원,
2024-08-14 16:26,기,누버거버먼인베스트먼트펀드피엘씨,20240814001204 ,[첨부정정]일괄신고서(집합투자증권-회사형) (누버거버먼인베스트먼트펀드피엘씨(NEUBERGERBERMANINVESTMENTFUNDSPLC)),누버거버먼인베스트먼트펀드피엘씨,
2024-08-14 16:26,기,누버거버먼인베스트먼트펀드피엘씨,20240814001197 ,[기재정정]일괄신고서(집합투자증권-회사형) (누버거버먼인베스트먼트펀드피엘씨(NEUBERGERBERMANINVESTMENTFUNDSPLC)),누버거버먼인베스트먼트펀드피엘씨,정
2024-08-14 16:26,코,코오롱티슈진,20240814003480 ,반기보고서 (2024.06),코오롱티슈진,
2024-08-14 16:26,유,두산로보틱스,20240814003483 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,두산로보틱스,공
2024-08-14 16:26,기,팍스넷,20240814003478 ,반기보고서 (2024.06),팍스넷,
2024-08-14 16:26,코,유니테스트,20240814003477 ,반기보고서 (2024.06),유니테스트,
2024-08-14 16:26,기,쿼럼바이오,20240814003476 ,반기보고서 (2024.06),쿼럼바이오,
2024-08-14 16:25,기,매경닷컴,20240814003475 ,반기보고서 (2024.06),매경닷컴,
2024-08-14 16:25,기,한국남부발전,20240814003479 ,[기재정정]일괄신고서,한국남부발전,
2024-08-14 16:25,유,수산중공업,20240814003474 ,반기보고서 (2024.06),수산중공업,
2024-08-14 16:25,유,퍼시스,20240814003473 ,반기보고서 (2024.06),퍼시스,
2024-08-14 16:25,코,경남제약,20240814902434 ,[기재정정]주주명부폐쇄기간또는기준일설정,경남제약,코
2024-08-14 16:25,코,메디앙스,20240814003471 ,반기보고서 (2024.06),메디앙스,
2024-08-14 16:25,코,팅크웨어,20240814003470 ,반기보고서 (2024.06),팅크웨어,
2024-08-14 16:25,코,하나마이크론,20240814003472 ,임원ㆍ주요주주특정증권등소유상황보고서,김정제,
2024-08-14 16:25,유,DL이앤씨,20240814003469 ,반기보고서 (2024.06),DL이앤씨,
2024-08-14 16:25,코,에이프로,20240814003468 ,반기보고서 (2024.06),에이프로,
2024-08-14 16:25,유,삼아알미늄,20240814003467 ,반기보고서 (2024.06),삼아알미늄,정
2024-08-14 16:25,코,유비케어,20240814003466 ,반기보고서 (2024.06),유비케어,
2024-08-14 16:25,코,애니젠,20240814003465 ,반기보고서 (2024.06),애니젠,
2024-08-14 16:25,코,진영,20240814003464 ,반기보고서 (2024.06),진영,
2024-08-14 16:25,유,HD한국조선해양,20240814003463 ,반기보고서 (2024.06),HD한국조선해양,
2024-08-14 16:25,기,세메스,20240814003462 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,세메스,공
2024-08-14 16:25,코,파크시스템스,20240814003461 ,임원ㆍ주요주주특정증권등소유상황보고서,전상길,
2024-08-14 16:24,기,엠캐피탈,20240814003460 ,[기재정정]일괄신고서,엠캐피탈,
2024-08-14 16:24,유,KPX홀딩스,20240814003459 ,반기보고서 (2024.06),KPX홀딩스,
2024-08-14 16:24,코,코메론,20240814003458 ,반기보고서 (2024.06),코메론,
2024-08-14 16:24,코,아진엑스텍,20240814003457 ,반기보고서 (2024.06),아진엑스텍,
2024-08-14 16:24,코,툴젠,20240814003456 ,반기보고서 (2024.06),툴젠,
2024-08-14 16:24,유,현대차증권,20240814003365 ,[기재정정]일괄신고서(파생결합사채-주가연계파생결합사채),현대차증권,
2024-08-14 16:24,코,한컴위드,20240814003455 ,[기재정정]반기보고서 (2024.06),한컴위드,
2024-08-14 16:24,코,티에스이,20240814003454 ,반기보고서 (2024.06),티에스이,
2024-08-14 16:24,기,엔에이치에프제4호비공공임대유동화전문유한회사,20240814003453 ,반기보고서(유동화전문회사) (2024.06),엔에이치에프제4호비공공임대유동화전문유한회사,
2024-08-14 16:24,코,싸이맥스,20240814003452 ,반기보고서 (2024.06),싸이맥스,
2024-08-14 16:24,코,지아이텍,20240814003451 ,반기보고서 (2024.06),지아이텍,
2024-08-14 16:24,유,삼성공조,20240814003450 ,반기보고서 (2024.06),삼성공조,
2024-08-14 16:24,기,메리츠증권,20240814003448 ,반기보고서 (2024.06),메리츠증권,
2024-08-14 16:24,기,한국스탠다드차타드은행,20240814003449 ,[기재정정]일괄신고서,한국스탠다드차타드은행,
2024-08-14 16:24,유,평화홀딩스,20240814003447 ,반기보고서 (2024.06),평화홀딩스,
2024-08-14 16:24,유,삼성증권,20240814003446 ,반기보고서 (2024.06),삼성증권,
2024-08-14 16:24,코,진양제약,20240814003445 ,반기보고서 (2024.06),진양제약,
2024-08-14 16:24,유,빙그레,20240814003444 ,반기보고서 (2024.06),빙그레,
2024-08-14 16:24,기,뉴라텍,20240814003443 ,반기보고서 (2024.06),뉴라텍,
2024-08-14 16:24,기,흥국생명보험,20240814003442 ,반기보고서 (2024.06),흥국생명보험,정
2024-08-14 16:23,기,아이에스비엠솔루션,20240814003441 ,회사합병결정,아이에스비엠솔루션,공
2024-08-14 16:23,코,금양그린파워,20240814003440 ,주주총회소집공고,금양그린파워,
2024-08-14 16:23,코,하나마이크론,20240814003439 ,임원ㆍ주요주주특정증권등소유상황보고서,고용남,
2024-08-14 16:23,코,셀리드,20240814003437 ,임원ㆍ주요주주특정증권등소유상황보고서,곽의종,
2024-08-14 16:23,코,청담글로벌,20240814003434 ,반기보고서 (2024.06),청담글로벌,
2024-08-14 16:23,코,삼보모터스,20240814003433 ,반기보고서 (2024.06),삼보모터스,
2024-08-14 16:23,유,유나이티드,20240814003436 ,임원ㆍ주요주주특정증권등소유상황보고서,김귀자,
2024-08-14 16:23,코,에프앤가이드,20240814902389 ,기업설명회(IR)개최,에프앤가이드,코
2024-08-14 16:23,기,에스케이엔무브,20240814003430 ,반기보고서 (2024.06),에스케이엔무브,
2024-08-14 16:23,코,인산가,20240814003429 ,반기보고서 (2024.06),인산가,
2024-08-14 16:23,유,대한유화,20240814003428 ,반기보고서 (2024.06),대한유화,
2024-08-14 16:23,유,한화투자증권,20240814003427 ,반기보고서 (2024.06),한화투자증권,
2024-08-14 16:23,유,SK네트웍스,20240814003426 ,반기보고서 (2024.06),SK네트웍스,
2024-08-14 16:23,넥,타스컴,20240814602170 ,전환사채(해외전환사채포함)발행후만기전사채취득 (제2회차),타스컴,넥
2024-08-14 16:23,코,아이스크림에듀,20240814003425 ,반기보고서 (2024.06),아이스크림에듀,
2024-08-14 16:22,코,에이텍,20240814003424 ,반기보고서 (2024.06),에이텍,
2024-08-14 16:22,기,이랜드건설,20240814003423 ,동일인등출자계열회사와의상품ㆍ용역거래변경,이랜드건설,공
2024-08-14 16:22,유,하나투어,20240814003422 ,반기보고서 (2024.06),하나투어,
2024-08-14 16:22,유,한창,20240814802298 ,반기검토의견부적정또는의견거절,한창,유
2024-08-14 16:22,코,ES큐브,20240814003420 ,반기보고서 (2024.06),ES큐브,
2024-08-14 16:22,기,성남그린에너지,20240814003421 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,성남그린에너지,공
2024-08-14 16:22,코,더코디,20240814003419 ,반기보고서 (2024.06),더코디,
2024-08-14 16:22,유,현대차증권,20240814003172 ,[기재정정]일괄신고서(파생결합증권-주가연계증권),현대차증권,
2024-08-14 16:22,유,넷마블,20240814003418 ,반기보고서 (2024.06),넷마블,
2024-08-14 16:22,코,서희건설,20240814003161 ,주요사항보고서(자기주식취득신탁계약체결결정),서희건설,
2024-08-14 16:22,유,제일기획,20240814003417 ,반기보고서 (2024.06),제일기획,
2024-08-14 16:22,코,코리아나,20240814003416 ,반기보고서 (2024.06),코리아나,
2024-08-14 16:22,유,삼부토건,20240814801872 ,[기재정정]투자판단관련주요경영사항,삼부토건,유
2024-08-14 16:22,코,DB금융스팩11호,20240814003415 ,반기보고서 (2024.06),DB금융스팩11호,
2024-08-14 16:22,코,RFHIC,20240814003413 ,반기보고서 (2024.06),RFHIC,
2024-08-14 16:22,기,케이뱅크,20240814003414 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,케이뱅크,공
2024-08-14 16:22,코,체리부로,20240814003412 ,반기보고서 (2024.06),체리부로,
2024-08-14 16:22,코,DXVX,20240814902284 ,단일판매ㆍ공급계약해지,DXVX,코
2024-08-14 16:22,코,RF머트리얼즈,20240814003410 ,반기보고서 (2024.06),RF머트리얼즈,
2024-08-14 16:22,기,케이스마트인슈,20240814003411 ,특수관계인으로부터자금차입,케이스마트인슈,공
2024-08-14 16:21,유,카카오뱅크,20240814003408 ,반기보고서 (2024.06),카카오뱅크,
2024-08-14 16:21,기,제이니몹,20240814003407 ,반기보고서 (2024.06),제이니몹,
2024-08-14 16:21,유,SK가스,20240814003406 ,반기보고서 (2024.06),SK가스,
2024-08-14 16:21,유,참엔지니어링,20240814003405 ,반기보고서 (2024.06),참엔지니어링,
2024-08-14 16:21,유,유나이티드,20240814802358 ,최대주주등소유주식변동신고서,유나이티드,유
2024-08-14 16:21,유,일진디스플,20240814003404 ,반기보고서 (2024.06),일진디스플,
2024-08-14 16:21,코,코웰패션,20240814003403 ,반기보고서 (2024.06),코웰패션,
2024-08-14 16:21,유,롯데지주,20240814003402 ,주식등의대량보유상황보고서(일반),신동빈,
2024-08-14 16:21,기,우리카드,20240814003400 ,[기재정정]일괄신고서,우리카드,
2024-08-14 16:21,기,포스코이앤씨,20240814003401 ,반기보고서 (2024.06),포스코이앤씨,
2024-08-14 16:21,기,빈지웍스,20240814003399 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,빈지웍스,공
2024-08-14 16:21,유,LS,20240814003397 ,반기보고서 (2024.06),LS,
2024-08-14 16:21,유,에이프로젠바이오로직스,20240814003398 ,임원ㆍ주요주주특정증권등소유상황보고서,에이프로젠,
2024-08-14 16:21,기,퍼시픽엔지니어링,20240814003396 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,퍼시픽엔지니어링,공
2024-08-14 16:21,코,에이비온,20240814003395 ,반기보고서 (2024.06),에이비온,
2024-08-14 16:21,기,대양제지공업,20240814003394 ,반기보고서 (2024.06),대양제지공업,
2024-08-14 16:20,코,한울반도체,20240814003393 ,반기보고서 (2024.06),한울반도체,
2024-08-14 16:20,코,글로본,20240814003392 ,반기보고서 (2024.06),글로본,
2024-08-14 16:20,유,현대차증권,20240814003121 ,[기재정정]일괄신고서(기타파생결합사채),현대차증권,
2024-08-14 16:20,코,이지바이오,20240814003391 ,반기보고서 (2024.06),이지바이오,
2024-08-14 16:20,유,효성,20240814003390 ,반기보고서 (2024.06),효성,
2024-08-14 16:20,코,원티드랩,20240814003389 ,반기보고서 (2024.06),원티드랩,정
2024-08-14 16:20,코,현대에버다임,20240814003388 ,반기보고서 (2024.06),현대에버다임,
2024-08-14 16:20,기,LS전선,20240814003386 ,반기보고서 (2024.06),LS전선,
2024-08-14 16:20,기,위드인천에너지,20240814003387 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,위드인천에너지,공
2024-08-14 16:20,코,인지디스플레,20240814003385 ,반기보고서 (2024.06),인지디스플레,
2024-08-14 16:20,코,다날,20240814003384 ,반기보고서 (2024.06),다날,
2024-08-14 16:20,유,한섬,20240814003383 ,반기보고서 (2024.06),한섬,
2024-08-14 16:20,코,탑머티리얼,20240814003382 ,반기보고서 (2024.06),탑머티리얼,
2024-08-14 16:20,유,제일파마홀딩스,20240814003381 ,반기보고서 (2024.06),제일파마홀딩스,정
2024-08-14 16:20,유,삼부토건,20240814801896 ,[기재정정]단일판매ㆍ공급계약체결,삼부토건,유
2024-08-14 16:19,유,LF,20240814003380 ,반기보고서 (2024.06),LF,
2024-08-14 16:19,코,셀리드,20240814003379 ,임원ㆍ주요주주특정증권등소유상황보고서,강창율,
2024-08-14 16:19,코,SAMG엔터,20240814003378 ,반기보고서 (2024.06),SAMG엔터,
2024-08-14 16:19,코,신흥에스이씨,20240814003377 ,반기보고서 (2024.06),신흥에스이씨,
2024-08-14 16:19,코,동화기업,20240814003376 ,[기재정정]반기보고서 (2024.06),동화기업,
2024-08-14 16:19,기,녹원씨엔아이,20240814003375 ,반기보고서 (2024.06),녹원씨엔아이,
2024-08-14 16:19,기,두산밥캣코리아,20240814003374 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,두산밥캣코리아,공
2024-08-14 16:19,유,종근당,20240814003373 ,반기보고서 (2024.06),종근당,
2024-08-14 16:19,유,코오롱인더,20240814003372 ,반기보고서 (2024.06),코오롱인더,
2024-08-14 16:19,코,엑스페릭스,20240814003003 ,[기재정정]주요사항보고서(타법인주식및출자증권양도결정),엑스페릭스,
2024-08-14 16:19,코,마음AI,20240814003371 ,반기보고서 (2024.06),마음AI,
2024-08-14 16:19,유,덕양산업,20240814003370 ,반기보고서 (2024.06),덕양산업,
2024-08-14 16:19,유,NH투자증권,20240814003175 ,[기재정정]일괄신고서(파생결합증권-상장지수증권),NH투자증권,
2024-08-14 16:19,코,디지털대성,20240814003369 ,반기보고서 (2024.06),디지털대성,
2024-08-14 16:19,유,부국증권,20240814003368 ,반기보고서 (2024.06),부국증권,
2024-08-14 16:19,코,알에프세미,20240814901925 ,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),알에프세미,코
2024-08-14 16:19,유,에이프로젠바이오로직스,20240814003367 ,주식등의대량보유상황보고서(일반),에이프로젠,
2024-08-14 16:19,코,화신정공,20240814003366 ,반기보고서 (2024.06),화신정공,
2024-08-14 16:19,기,삼보컴퓨터,20240814003364 ,반기보고서 (2024.06),삼보컴퓨터,
2024-08-14 16:19,유,콘텐트리중앙,20240814003362 ,반기보고서 (2024.06),콘텐트리중앙,
2024-08-14 16:19,유,삼성카드,20240814003361 ,반기보고서 (2024.06),삼성카드,
2024-08-14 16:18,유,남선알미늄,20240814003360 ,반기보고서 (2024.06),남선알미늄,
2024-08-14 16:18,유,한전KPS,20240814802083 ,풍문또는보도에대한해명(미확정),한전KPS,유
2024-08-14 16:18,코,유티아이,20240814003358 ,반기보고서 (2024.06),유티아이,
2024-08-14 16:18,코,하나마이크론,20240814003357 ,임원ㆍ주요주주특정증권등소유상황보고서,주순석,
2024-08-14 16:18,코,와이씨켐,20240814003356 ,반기보고서 (2024.06),와이씨켐,
2024-08-14 16:18,코,와이바이오로직스,20240814003355 ,반기보고서 (2024.06),와이바이오로직스,
2024-08-14 16:18,유,팜젠사이언스,20240814003354 ,반기보고서 (2024.06),팜젠사이언스,
2024-08-14 16:18,유,동양고속,20240814003353 ,반기보고서 (2024.06),동양고속,
2024-08-14 16:18,코,유라테크,20240814003352 ,반기보고서 (2024.06),유라테크,
2024-08-14 16:18,코,YBM넷,20240814003351 ,반기보고서 (2024.06),YBM넷,
2024-08-14 16:18,코,서울바이오시스,20240814003350 ,반기보고서 (2024.06),서울바이오시스,
2024-08-14 16:18,기,이엘케이,20240814003349 ,반기보고서 (2024.06),이엘케이,
2024-08-14 16:18,유,KPX케미칼,20240814003348 ,반기보고서 (2024.06),KPX케미칼,
2024-08-14 16:18,코,케이엠더블유,20240814003347 ,반기보고서 (2024.06),케이엠더블유,
2024-08-14 16:18,코,에스와이스틸텍,20240814003346 ,반기보고서 (2024.06),에스와이스틸텍,
2024-08-14 16:18,기,플레이타임중앙,20240814003345 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,플레이타임중앙,공
2024-08-14 16:18,코,KX하이텍,20240814003344 ,반기보고서 (2024.06),KX하이텍,
2024-08-14 16:17,코,이엔에프테크놀로지,20240814902297 ,기업설명회(IR)개최,이엔에프테크놀로지,코
2024-08-14 16:17,코,테라젠이텍스,20240814003343 ,반기보고서 (2024.06),테라젠이텍스,
2024-08-14 16:17,코,주성엔지니어링,20240814003342 ,반기보고서 (2024.06),주성엔지니어링,
2024-08-14 16:17,유,롯데웰푸드,20240814003341 ,주식등의대량보유상황보고서(일반),롯데알미늄,
2024-08-14 16:17,코,아시아경제,20240814003340 ,반기보고서 (2024.06),아시아경제,
2024-08-14 16:17,코,DSC인베스트먼트,20240814003338 ,반기보고서 (2024.06),DSC인베스트먼트,
2024-08-14 16:17,유,현대차증권,20240814003056 ,[기재정정]일괄신고서(기타파생결합증권),현대차증권,
2024-08-14 16:17,코,바이넥스,20240814003339 ,주식등의대량보유상황보고서(일반),더에이블,
2024-08-14 16:17,기,삼척블루파워,20240814003337 ,반기보고서 (2024.06),삼척블루파워,
2024-08-14 16:17,코,웰크론,20240814003336 ,반기보고서 (2024.06),웰크론,
2024-08-14 16:17,코,대성창투,20240814003335 ,[기재정정]반기보고서 (2024.06),대성창투,
2024-08-14 16:17,유,DB하이텍,20240814003333 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,DB하이텍,공
2024-08-14 16:17,코,디바이스이엔지,20240814003334 ,반기보고서 (2024.06),디바이스이엔지,
2024-08-14 16:17,코,엑스큐어,20240814003332 ,반기보고서 (2024.06),엑스큐어,
2024-08-14 16:17,유,한미반도체,20240814802286 ,기업설명회(IR)개최(안내공시),한미반도체,유
2024-08-14 16:17,코,빛과전자,20240814003331 ,반기보고서 (2024.06),빛과전자,
2024-08-14 16:17,코,경남제약,20240814003224 ,[기재정정]주요사항보고서(유상증자결정),경남제약,정
2024-08-14 16:17,코,나노씨엠에스,20240814003330 ,반기보고서 (2024.06),나노씨엠에스,
2024-08-14 16:17,기,나산실업,20240814003329 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,나산실업,공
2024-08-14 16:17,유,화신,20240814003326 ,반기보고서 (2024.06),화신,
2024-08-14 16:17,기,흥국증권,20240814003328 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,흥국증권,공
2024-08-14 16:17,유,이수페타시스,20240814003325 ,반기보고서 (2024.06),이수페타시스,
2024-08-14 16:17,유,신대양제지,20240814003322 ,반기보고서 (2024.06),신대양제지,
2024-08-14 16:17,기,엔드림,20240814003324 ,호가중개시스템을통한소액매출공시서류,엔드림,
2024-08-14 16:17,유,세아제강지주,20240814801980 ,[기재정정]타인에대한채무보증결정,세아제강지주,유
2024-08-14 16:17,코,헥토파이낸셜,20240814003321 ,반기보고서 (2024.06),헥토파이낸셜,
2024-08-14 16:17,코,나노엔텍,20240814003320 ,반기보고서 (2024.06),나노엔텍,
2024-08-14 16:17,기,제이티비씨미디어텍,20240814003323 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,제이티비씨미디어텍,공
2024-08-14 16:17,기,구골홀딩스,20240814003319 ,반기보고서제출기한연장신고서 (2024.06),구골홀딩스,
2024-08-14 16:17,코,와이지-원,20240814003318 ,반기보고서 (2024.06),와이지-원,
2024-08-14 16:17,코,현대바이오랜드,20240814003317 ,반기보고서 (2024.06),현대바이오랜드,
2024-08-14 16:17,기,아이비케이투자증권,20240814003315 ,반기보고서 (2024.06),아이비케이투자증권,
2024-08-14 16:17,유,제일약품,20240814003313 ,반기보고서 (2024.06),제일약품,
2024-08-14 16:16,코,셀리드,20240814003314 ,[기재정정]주식매수선택권부여에관한신고,셀리드,
2024-08-14 16:16,코,크리스에프앤씨,20240814003311 ,반기보고서 (2024.06),크리스에프앤씨,
2024-08-14 16:16,기,브이피,20240814003310 ,반기보고서 (2024.06),브이피,
2024-08-14 16:16,기,우이신설경전철,20240814003312 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,우이신설경전철,공
2024-08-14 16:16,코,소프트센,20240814003308 ,반기보고서 (2024.06),소프트센,
2024-08-14 16:16,코,휴먼테크놀로지,20240814003307 ,반기보고서 (2024.06),휴먼테크놀로지,
2024-08-14 16:16,유,미래에셋생명,20240814003309 ,임원ㆍ주요주주특정증권등소유상황보고서,미래에셋자산운용,
2024-08-14 16:16,코,코아시아,20240814003306 ,반기보고서 (2024.06),코아시아,
2024-08-14 16:16,유,동아쏘시오홀딩스,20240814003305 ,반기보고서 (2024.06),동아쏘시오홀딩스,
2024-08-14 16:16,유,TCC스틸,20240814003304 ,반기보고서 (2024.06),TCC스틸,
2024-08-14 16:16,기,에너진,20240814003303 ,반기보고서 (2024.06),에너진,
2024-08-14 16:16,코,딜리,20240814003302 ,반기보고서 (2024.06),딜리,
2024-08-14 16:16,코,엘컴텍,20240814003301 ,반기보고서 (2024.06),엘컴텍,
2024-08-14 16:16,코,한국캐피탈,20240814003300 ,반기보고서 (2024.06),한국캐피탈,정
2024-08-14 16:16,기,인선모터스,20240814003299 ,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,인선모터스,공
2024-08-14 16:16,기,우리카드,20240814003298 ,반기보고서 (2024.06),우리카드,
2024-08-14 16:16,유,HD현대인프라코어,20240814003297 ,동일인등출자계열회사와의상품ㆍ용역거래변경,HD현대인프라코어,공
2024-08-14 16:16,코,TKG애강,20240814003296 ,반기보고서 (2024.06),TKG애강,
2024-08-14 16:16,코,강원에너지,20240814902188 ,파생상품거래손실발생,강원에너지,코
2024-08-14 16:16,유,한화솔루션,20240814003295 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,한화솔루션,공
2024-08-14 16:16,기,대동모빌리티,20240814003294 ,반기보고서 (2024.06),대동모빌리티,
2024-08-14 16:16,유,에스원,20240814003293 ,반기보고서 (2024.06),에스원,
2024-08-14 16:16,유,대한제당,20240814003291 ,반기보고서 (2024.06),대한제당,
2024-08-14 16:16,유,한국종합기술,20240814003290 ,반기보고서 (2024.06),한국종합기술,
2024-08-14 16:16,기,케이에프비에스제이호기업재무안정사모투자,20240814003292 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,케이에프비에스제이호기업재무안정사모투자,공
2024-08-14 16:16,코,우리기술,20240814003289 ,반기보고서 (2024.06),우리기술,
2024-08-14 16:16,코,대명에너지,20240814003288 ,반기보고서 (2024.06),대명에너지,
2024-08-14 16:15,유,KTis,20240814003287 ,반기보고서 (2024.06),KTis,
2024-08-14 16:15,유,KC그린홀딩스,20240814802216 ,반기검토의견부적정또는의견거절(자회사의 주요경영사항),KC그린홀딩스,유
2024-08-14 16:15,코,지에스이,20240814003286 ,반기보고서 (2024.06),지에스이,
2024-08-14 16:15,기,제이비우리캐피탈,20240814003285 ,[기재정정]일괄신고서,제이비우리캐피탈,
2024-08-14 16:15,유,삼성전자,20240814003284 ,반기보고서 (2024.06),삼성전자,
2024-08-14 16:15,코,슈프리마에이치큐,20240814003282 ,반기보고서 (2024.06),슈프리마에이치큐,
2024-08-14 16:15,기,에이치디씨현대피씨이,20240814003283 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,에이치디씨현대피씨이,공
2024-08-14 16:15,코,큐로홀딩스,20240814003280 ,반기보고서 (2024.06),큐로홀딩스,
2024-08-14 16:15,기,더스텔라,20240814003279 ,반기보고서 (2024.06),더스텔라,
2024-08-14 16:15,코,투비소프트,20240814902157 ,소송등의판결ㆍ결정 (주주총회결의취소),투비소프트,코
2024-08-14 16:15,유,인디에프,20240814003281 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,인디에프,공
2024-08-14 16:15,유,에스엠벡셀,20240814003276 ,반기보고서 (2024.06),에스엠벡셀,
2024-08-14 16:15,기,햇들원지붕형태양광2호,20240814003277 ,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,햇들원지붕형태양광2호,공
